movie_id,movie_cd,title,kinolights_url,status,provider,watch_url,raw_url,raw_text,source_method,is_external_direct,error,crawled_at
2181,TMDB-1122573,인 더 그레이,https://m.kinolights.com/title/145023,NO_LINK,,,,,,false,No direct watch links found,2026-06-06T12:33:46.699361+00:00
2183,TMDB-1430077,호쿰,https://m.kinolights.com/title/124210,SUCCESS,Wavve,https://www.wavve.com/player/movie?movieid=MV_MC01_MC000000053,https://click.kinolights.com/redirect?url=https%3A%2F%2Fwww.wavve.com%2Fplayer%2Fmovie%3Fmovieid%3DMV_MC01_MC000000053&source=kinolights&medium=organic&campaign=kinolights&content=title_provider,웨이브 정액제,anchor,true,,2026-06-06T12:33:58.355812+00:00
2183,TMDB-1430077,호쿰,https://m.kinolights.com/title/124210,SUCCESS,Watcha,https://watcha.com/contents/mWyaQZK,https://click.kinolights.com/redirect?url=https%3A%2F%2Fwatcha.com%2Fcontents%2FmWyaQZK&source=kinolights&medium=organic&campaign=kinolights&content=title_provider,왓챠 정액제,anchor,true,,2026-06-06T12:33:58.355812+00:00
2180,TMDB-454639,마스터즈 오브 유니버스,https://m.kinolights.com/title/149676,SUCCESS,CGV,https://cgv.co.kr/cnm/cgvChart/movieChart/30001212,https://cgv.co.kr/cnm/cgvChart/movieChart/30001212,CGV,anchor,true,,2026-06-06T12:34:11.608452+00:00
2180,TMDB-454639,마스터즈 오브 유니버스,https://m.kinolights.com/title/149676,SUCCESS,Lotte Cinema,https://www.lottecinema.co.kr/NLCHS/Movie/MovieDetailView?movie=24368,https://www.lottecinema.co.kr/NLCHS/Movie/MovieDetailView?movie=24368,롯데시네마,anchor,true,,2026-06-06T12:34:11.608452+00:00
2180,TMDB-454639,마스터즈 오브 유니버스,https://m.kinolights.com/title/149676,SUCCESS,Megabox,https://www.megabox.co.kr/movie-detail?rpstMovieNo=26029200,https://www.megabox.co.kr/movie-detail?rpstMovieNo=26029200,메가박스,anchor,true,,2026-06-06T12:34:11.608452+00:00
2178,TMDB-1274706,신원 미상의 여자,https://m.kinolights.com/title/152808,SUCCESS,Netflix,https://www.netflix.com/kr/title/81698654,https://click.kinolights.com/redirect?url=https%3A%2F%2Fwww.netflix.com%2Fkr%2Ftitle%2F81698654&source=kinolights&medium=organic&campaign=kinolights&content=title_provider,넷플릭스 정액제,anchor,true,,2026-06-06T12:34:24.156536+00:00
2182,TMDB-1288341,세븐 스나이퍼스,https://m.kinolights.com/title/15885,NO_LINK,,,,,,false,No direct watch links found,2026-06-06T12:34:40.059680+00:00
